entry_id,country,institution_current,collection_title_or_search_entry,date_range,subject_scope,stated_count,relationship_phrase,physical_structure,source_url,unit_level,production_period,subject_cluster,commercial_or_institutional,circulation_mode,count_namespace,historical_actor_role,analysis_review,analysis_basis
DE-BMM-VIRCHOW-TRICHINA-SLIDES-1859,DE,Berliner Medizinhistorisches Museum,"Rudolf Virchow Trichina microscope slides",1859,"pathology; parasitology; medical microscopy","3 surviving original slides","prepared by; used by; held by","three labelled microscope slides",https://www.bmm-charite.de/en/museum/collections/,bounded_set,mid_19c_1840_1869,medical_histology_pathology,institutional_teaching_research,retained_without_explicit_transfer,physical_slide_count,preparer_mounter_producer;user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, circulation_mode."
DE-APOTHEKEN-SAUTERMEISTER-MICROPREPS-1881-1897,DE,Deutsches Apotheken-Museum,"Sautermeister forensic microscopic preparations",1881-1897,"forensic medicine; microscopy; toxicology; pharmacy","extensive collection; exact slide count unstated; explicit forensic preparations from cases 1881-1897","prepared by; used by; held by","forensic preparation collection",https://www.deutsches-apotheken-museum.de/sammlungen/,named_collection,late_19c_1870_1899,medical_histology_pathology,institutional_teaching_research,retained_without_explicit_transfer,unstated_or_unresolved,preparer_mounter_producer;user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional, circulation_mode, count_namespace."
FR-MNHN-VAN-TIEGHEM-HISTOTHEQUE-1875-1899,FR,"Muséum national d'Histoire naturelle, Paris","Van Tieghem Histothèque core",1875-1914,"botany; plant histology; teaching and research","Histotheque over 67000 thin sections today; Van Tieghem core 1875-1914 comprises around one third; nineteenth-century subset to isolate","prepared by; used by; held by","large mixed-period plant histology collection",https://www.mnhn.fr/en/collection/histotheque,mixed_parent_collection,mixed_19c_plus_20c,medical_histology_pathology,institutional_teaching_research,retained_without_explicit_transfer,current_or_mixed_period_aggregate;preparation_or_thin_section_count,preparer_mounter_producer;user_researcher_teacher;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, circulation_mode, count_namespace."
DE-HU-ZOOLOGISCHE-LEHRSAMMLUNG-MICROPREPS-1884,DE,Humboldt-Universität zu Berlin,"Zoologische Lehrsammlung historical microscope preparations","1884 onward within modern teaching collection","zoology; teaching; histology; microscopic preparations","modern collection about 30000 mixed objects; microscope-preparation subtotal and nineteenth-century subset unstated","assembled by; used by; held by","mixed teaching collection including microscope preparations",https://www.sammlungen.hu-berlin.de/sammlungen/zoologische-lehrsammlung/,mixed_parent_collection,late_19c_1870_1899,zoology_invertebrates,institutional_teaching_research,retained_without_explicit_transfer,current_or_mixed_period_aggregate;specimen_object_or_mixed_count;unstated_or_unresolved,collector_assembler;user_researcher_teacher;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, commercial_or_institutional, circulation_mode, count_namespace."
UK-NHM-GEORGE-BUSK-BRYOZOA-SLIDES-1899,UK,Natural History Museum London,"George Busk Bryozoa microscope slides","accessioned 1899","Bryozoa; Challenger; Victorian exchange; mounted whole specimens; Canada balsam","Busk collection accession in 1899 numbered over 6000 mixed specimens in collection-history literature; Data Portal exposes many 1899.7.1.* records with kind of object slide; slide subtotal to query","assembled by; exchanged by; held by; catalogued by","historical bryozoan slide subset within Busk collection",https://data.nhm.ac.uk/search/geology?query=Busk%20Bryozoa,mixed_parent_collection,late_19c_1870_1899,zoology_invertebrates,institutional_teaching_research,exchange_distribution,specimen_object_or_mixed_count,collector_assembler;sender_exchanger_transporter;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, count_namespace."
UK-GNM-GS-BRADY-SLIDES-1860S-1890S,UK,Great North Museum: Hancock,"George Stewardson Brady slide collections",1860s-1890s,"Ostracoda; Copepoda; Crustacea; microfauna; type material; British and global collecting","3471 catalogued slide records in 1985 plus about 362 then-unsorted and uncatalogued slides; nineteenth-century subset to isolate","prepared by; collected by; catalogued by; lent by; remounted by; returned to; held by","large historical microfauna slide collection",https://jncc.gov.uk/our-work/great-north-museum-hancock/,mixed_parent_collection,spans_19c_periods,entomology_arthropods,institutional_teaching_research,loan_borrowing,current_or_mixed_period_aggregate;physical_slide_count,preparer_mounter_producer;collector_assembler;institutional_custodian_cataloguer;other_explicit_role,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, commercial_or_institutional, count_namespace."
AT-NHMW-HB-BRADY-REFERENCE-SLIDES-435-1887,AT,Naturhistorisches Museum Wien,"Henry Bowman Brady Challenger and Porcupine reference-slide gift",1887,"foraminifera; Challenger; Porcupine; reference collection","435 reference slides gifted in 1887","presented by; prepared by; held by","bounded reference-slide gift",https://www.nhm-wien.ac.at/en/research/geology_palaeontology/collections,bounded_set,late_19c_1870_1899,foraminifera_protists,institutional_teaching_research,gift_donation_presentation,physical_slide_count,preparer_mounter_producer;donor_bequeather_depositor;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional."
UK-NHM-HB-BRADY-CHALLENGER-SLIDES-1888,UK,Natural History Museum London,"H. B. Brady HMS Challenger Foraminiferal slide collection","1888 accession","foraminifera; Challenger; marine microscopy; type/reference material","bulk of Brady Challenger Foraminiferal slides arrived in 1888; exact slide count to recover from registers/catalogues","prepared by; received by; held by; catalogued by","large Challenger foraminiferal slide collection",https://www.nhm.ac.uk/our-science/collections/palaeontology-collections/micropalaeontology-collections/foraminifera-collections.html,named_collection,late_19c_1870_1899,foraminifera_protists,institutional_teaching_research,research_correspondence_sent,unstated_or_unresolved,preparer_mounter_producer;buyer_recipient_donee;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional, count_namespace."
UK-NHM-WK-PARKER-FORAMINIFERA-1892,UK,Natural History Museum London,"W. K. Parker Foraminifera slide collection","purchased 1892","foraminifera; microscopy; reference collection","collection purchased in 1892; exact slide total to extract from 1992 catalogue","purchased by; held by; catalogued by","historical foraminifera slide collection",https://www.nhm.ac.uk/our-science/collections/palaeontology-collections/micropalaeontology-collections/foraminifera-collections.html,named_collection,late_19c_1870_1899,foraminifera_protists,institutional_teaching_research,sale_purchase,unstated_or_unresolved,buyer_recipient_donee;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional, count_namespace."
AT-NHMW-FERDINAND-I-MICROPREPS-C1850,AT,Naturhistorisches Museum Wien,"Ferdinand I microscopic preparation collection","circa 1850","natural history microscopy; royal collection; mixed microscopic preparations","thousands of microscopic preparations; exact surviving count unstated","assembled by; held by","large historical microscopic-preparation collection",https://www.nhm-wien.ac.at/en/museum/history,named_collection,mid_19c_1840_1869,general_mixed_microscopy,institutional_teaching_research,retained_without_explicit_transfer,preparation_or_thin_section_count;unstated_or_unresolved,collector_assembler;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, subject_cluster, commercial_or_institutional, circulation_mode, count_namespace."
UK-NHM-WC-WILLIAMSON-FORAM-SLIDES-1843-1896,UK,Natural History Museum London,"W. C. Williamson foraminifera microscope slides",1843-1896,"foraminifera; micropalaeontology; publication-linked syntypes","slide count unstated; multiple publication-linked syntype slides survive","prepared by; used by; held by; catalogued by","historical publication-linked slide collection",https://www.nhm.ac.uk/our-science/collections/palaeontology-collections/micropalaeontology-collections/foraminifera-collections.html,named_collection,spans_19c_periods,foraminifera_protists,institutional_teaching_research,retained_without_explicit_transfer,unstated_or_unresolved,preparer_mounter_producer;user_researcher_teacher;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, production_period, commercial_or_institutional, circulation_mode, count_namespace."
UK-NHM-WB-CARPENTER-EOZOON-SLIDES-1862-1892,UK,Natural History Museum London,"W. B. Carpenter Eozoon slide collection",1862-1892,"Eozoon; petrography; microscopy; controversy and reference material","more than 1000 slides made from worldwide Eozoon samples","prepared by; used by; held by; catalogued by","large research slide collection",https://www.nhm.ac.uk/our-science/collections/palaeontology-collections/micropalaeontology-collections.html,named_collection,spans_19c_periods,geology_petrography_palaeobotany,institutional_teaching_research,retained_without_explicit_transfer,physical_slide_count,preparer_mounter_producer;user_researcher_teacher;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, production_period, commercial_or_institutional, circulation_mode."
DK-NHMD-DESMID-JACOBSEN-HOFF-510-1870S-1889,DK,Natural History Museum of Denmark,"Hoff and Børgesen historical desmid microscope-slide collections","1870s-1889 core; later Børgesen material mixed","desmids; freshwater algae; taxonomy; collecting localities","510 microscope slides in the two historical desmid collections today","assembled by; purchased by; held by","two named desmid slide collections",https://desmid.ku.dk/english/,named_collection,late_19c_1870_1899,diatoms_phycology,institutional_teaching_research,sale_purchase,current_or_mixed_period_aggregate;physical_slide_count,collector_assembler;buyer_recipient_donee;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional, count_namespace."
HU-HNHM-PANTOCSEK-DIATOM-SLIDES-1886-1917,HU,Hungarian Natural History Museum,"József Pantocsek diatom slide collection",1886-1917,"diatoms; fossil and recent; taxonomy; type material","official museum page states 918 surviving Pantocsek preparations; 2025 collection study describes 1049 slides numbered 0001-1049; discrepancy unresolved","prepared by; assembled by; held by; catalogued by","large historical diatom slide collection",https://www.nhmus.hu/en/collections/botany,mixed_parent_collection,mixed_19c_plus_20c,diatoms_phycology,institutional_teaching_research,retained_without_explicit_transfer,current_or_mixed_period_aggregate;physical_slide_count;unstated_or_unresolved,preparer_mounter_producer;collector_assembler;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, circulation_mode, count_namespace."
CZ-CU-GERMAN-UNIV-ALGAL-PERMANENT-SLIDES-19C,CZ,Charles University,"German University historical algal permanent-slide collection","nineteenth-century collection with later database","algae; diatoms; botany; teaching and research","database reports 1710 images of permanent slides and 1129 specimens overall; physical nineteenth-century slide subtotal to isolate","assembled by; used by; held by; digitised by","historical permanent-slide collection represented by modern image/database counts",https://www.cuni.cz/UKEN-65.html,mixed_parent_collection,19c_unspecified,diatoms_phycology,institutional_teaching_research,retained_without_explicit_transfer,current_or_mixed_period_aggregate;specimen_object_or_mixed_count;unstated_or_unresolved,collector_assembler;user_researcher_teacher;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, circulation_mode, count_namespace."
US-OSU-HERBARIUM-DIATOM-CABINETS-6700-19C,US,Ohio State University MBD Herbarium,"Historical diatom slide cabinets","nineteenth-century material within current collection","diatoms; taxonomic reference collection; named collectors","approximately 6700 mounted diatom slides today; historical nineteenth-century subset unstated","assembled by; held by","cabinet-organized diatom slide collection",https://mbd.osu.edu/collections/herbarium/diatoms,mixed_parent_collection,19c_unspecified,diatoms_phycology,institutional_teaching_research,retained_without_explicit_transfer,current_or_mixed_period_aggregate;physical_slide_count,collector_assembler;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, circulation_mode, count_namespace."
US-NMAH-BOOTH-LONGMEADOW-9-PRE1898,US,Smithsonian National Museum of American History,"Mary Ann Booth Longmeadow microscope slides","before 1898","diatoms; microscopy; amateur research; Longmeadow","9 slides","prepared by; collected by; held by","small labelled slide group",https://americanhistory.si.edu/collections/search?edan_q=Mary%20Ann%20Booth,bounded_set,late_19c_1870_1899,diatoms_phycology,personal_research_collection,retained_without_explicit_transfer,physical_slide_count,preparer_mounter_producer;collector_assembler;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, circulation_mode."
US-SPRINGFIELD-BOOTH-BEQUEST-SLIDES-1877-1922,US,Springfield Museums,"Mary Ann Booth mounted microscope-slide and photomicrograph archive",1877-1922,"diatoms; microscopy; photomicrography; amateur research","collection of mounted microscope slides and photomicrographs; exact slide count unstated","prepared by; bequeathed by; archived by","mixed slide and photomicrograph archive",https://springfieldmuseums.org/collections/,mixed_parent_collection,mixed_19c_plus_20c,diatoms_phycology,personal_research_collection,gift_donation_presentation,unstated_or_unresolved,preparer_mounter_producer;donor_bequeather_depositor;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, count_namespace."
US-ANSP-HL-SMITH-ORIGINAL-701-1870-1890,US,Academy of Natural Sciences of Drexel University,"H. L. Smith original diatom slides",1870-1890,"diatoms; taxonomy; original research slides","701 slides","prepared by; held by","numbered original diatom slide collection",https://diatom.ansp.org/collections/named-collections,named_collection,late_19c_1870_1899,diatoms_phycology,personal_research_collection,retained_without_explicit_transfer,physical_slide_count,preparer_mounter_producer;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional, circulation_mode."
US-ANSP-WILLIAM-SMITH-320-PRE1857,US,Academy of Natural Sciences of Drexel University,"William Smith British diatom exsiccata slide collection","nineteenth-century collection made before Smith's death","British diatoms; locality-indexed exsiccata/reference material","320 slides","made up by; distributed by; held by","one species name per slide with British collection locality; one of several institutional copies",https://diatom.ansp.org/collections/named-collections,named_collection,19c_unspecified,diatoms_phycology,published_distributed_set,exchange_distribution,physical_slide_count,publisher_distributor_seller;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level."
US-ANSP-CLEVE-MOLLER-324-1877-1882,US,Academy of Natural Sciences of Drexel University,"Cleve & Möller Diatoms Parts I-VI institutional copy",1877-1882,"diatoms; global specimen exchange; published exsiccatae","published serial range 1-324; current extant total of the ANSP institutional copy not independently stated","issued by; distributed by; held by","numbered microscope-slide set containing material from many contributors",https://diatom.ansp.org/collections/named-collections,bounded_set,late_19c_1870_1899,diatoms_phycology,published_distributed_set,exchange_distribution,serial_or_register_range,publisher_distributor_seller;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: count_namespace."
BE-MEISE-VAN-HEURCK-DIATOM-19000-19C,BE,Meise Botanic Garden,"Henri Van Heurck historical diatom slide collection","major collection built in the second half of the nineteenth century","diatoms; type material; Belgium and global exchange; microscopy","2007 collection report states more than 19000 microscope slides; exact 2026 total not recovered","assembled by; exchanged by; purchased by; transferred to; held by","large slide collection with catalogue cards and type material; botanical institution custody",https://www.meisebotanicgarden.be/en/pQyw7FL/diatoms,named_collection,late_19c_1870_1899,diatoms_phycology,institutional_teaching_research,sale_purchase;exchange_distribution;institutional_transfer_deposit,physical_slide_count,collector_assembler;buyer_recipient_donee;sender_exchanger_transporter;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, unit_level, commercial_or_institutional."
UK-NHM-DIATOM-SLIDES-150000-EARLY19C,UK,Natural History Museum London,"Historical and current diatom microscope-slide collection","collection accumulated from the early nineteenth century onward","diatoms; fossil and recent; global material; types; exsiccatae","150000 microscope slides within more than 300000 diatom specimens today; nineteenth-century subset to filter","collected by; prepared by; held by; catalogued by; digitised by","microscope slides retained alongside bottle samples herbarium sheets drawings and related material",https://www.nhm.ac.uk/our-science/collections/botany-collections/diatoms.html,mixed_parent_collection,early_19c_1800_1839,diatoms_phycology,institutional_teaching_research,retained_without_explicit_transfer,current_or_mixed_period_aggregate;physical_slide_count,preparer_mounter_producer;collector_assembler;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, commercial_or_institutional, circulation_mode, count_namespace."
AU-POWERHOUSE-TECH-MUSEUM-BOTANICAL-SLIDES-466-1880-1920,AU,Powerhouse Collection,"Technological Museum botanical research microscope-slide collection",1880-1920,"botany; botanical specimens; museum laboratory research","approximately 466 slides","produced by; used by; held by","approximately 466 prepared slides stored in trays and boxes; wood glass paper labels",https://collection.powerhouse.com.au/search?q=microscope%20slides,mixed_parent_collection,mixed_19c_plus_20c,botany,institutional_teaching_research,retained_without_explicit_transfer,physical_slide_count,preparer_mounter_producer;user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, circulation_mode."
NZ-CANTERBURY-SYMES-SLIDE-BOX-LATE19C,NZ,Canterbury Museum,"William Henry Symes late-nineteenth-century microscope slides and wooden box","late nineteenth century; Symes arrived in Christchurch 1881","parasitic invertebrates; hookworm; tropical disease; colonial medicine","wooden box and microscope-slide accession span 2003.96.1, 41-62; exact slide count not inferred","used by; passed down to descendants; held by","wooden box with associated microscope slides preserved through family descent",https://www.canterburymuseum.com/collections,named_collection,late_19c_1870_1899,medical_histology_pathology,personal_research_collection,family_descent,source_stated_quantity_other,user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, unit_level, commercial_or_institutional."
US-SDNHM-HARTSHORN-BOLLES-2000-MID-LATE19C,US,San Diego Natural History Museum,"Hartshorn-Bolles Microscope Slide Collection","mid to late nineteenth-century slide production; Bolles 1836-1914","diatoms; bryozoa; minerals; human and animal histology; insects; mixed natural history","approximately 2000 slides","assembled by; used by; received from; donated by; held by","one wooden cabinet of 50 drawers arranged as two sets of 25; extent about 2000 slides",https://www.sdnhm.org/science/research-library/collections/microscope-slides/,named_collection,spans_19c_periods,diatoms_phycology,institutional_teaching_research,gift_donation_presentation;research_correspondence_sent,physical_slide_count,collector_assembler;user_researcher_teacher;donor_bequeather_depositor;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, unit_level, commercial_or_institutional."
UK-SMG-VARIOUS-MAKERS-CABINET-1867-1900,UK,Science Museum Group,"Unsigned microscope slide cabinet with large various-maker collection","slides prepared 1867-1900; cabinet dated 1890-1900","animal specimens; geological thin sections; mixed Victorian preparations","large collection; exact slide count unstated","prepared by various makers; grouped in; held by","large slide collection housed in unsigned wooden cabinet 515 x 390 x 325 mm",https://collection.sciencemuseumgroup.org.uk/search/objects?q=microscope%20slide%20cabinet,mixed_parent_collection,mixed_19c_plus_20c,geology_petrography_palaeobotany,institutional_teaching_research,retained_without_explicit_transfer,unstated_or_unresolved,preparer_mounter_producer;collector_assembler;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, circulation_mode, count_namespace."
UK-MANCHESTER-GIBSON-681-1867-1926,UK,Manchester Museum,"Gibson microscope slide collection",1867-1926,"botany; zoology; foraminifera; diatoms; minerals; microscopical preparations","681 slides total; collection dates 1867-1926 and mainly late Victorian 1889-1898; strict pre-1900 subtotal to isolate","prepared by; supplied by; donated by; held by","25 numbered trays of 24-30 slides in glass-fronted mahogany cabinet",https://www.manchester.ac.uk/discover/news/victorian-microscope-slides/,mixed_parent_collection,mixed_19c_plus_20c,botany,hybrid,gift_donation_presentation,current_or_mixed_period_aggregate;physical_slide_count,preparer_mounter_producer;publisher_distributor_seller;donor_bequeather_depositor;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: count_namespace."
UK-STANDREWS-BELL-PETTIGREW-SLIDES-C1840,UK,University of St Andrews,"Bell-Pettigrew Zoology microscope slide collection","University plant and animal slide production stated since c.1840; collection continues later","zoology; histology; annelid larvae; porifera; Anoplura; scales; teaching","vast collection; exact total and nineteenth-century subtotal unstated","created by; acquired by; contributed by; used by; held by","glass zoological mounts within a long-lived university teaching collection",https://collections.st-andrews.ac.uk/collections/collection/bell-pettigrew-zoology-microscope-slide-collection/2101746,mixed_parent_collection,mid_19c_1840_1869,zoology_invertebrates,institutional_teaching_research,sale_purchase,unstated_or_unresolved,preparer_mounter_producer;buyer_recipient_donee;user_researcher_teacher;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, count_namespace."
DE-JENA-HAECKEL-MESSINA-RADIOLARIA-1859,DE,Friedrich Schiller University Jena,"Ernst Haeckel Messina radiolarian study slides","Messina material and boxes labelled 1859; Haeckel published 1862","Radiolaria; Messina plankton; original research and type-fixing material","two wooden slide boxes; exact physical slide count not stated in recovered summary; project digitally captured all Messina specimens in the boxes","prepared or studied by; held by; digitised by","two wooden slide boxes labelled Messina 1859; distinct from Haeckel teaching sets",https://www.haeckel-haus.uni-jena.de/en/collections,container_assemblage,mid_19c_1840_1869,foraminifera_protists,institutional_teaching_research,retained_without_explicit_transfer,container_count_or_capacity;unstated_or_unresolved,user_researcher_teacher;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, circulation_mode, count_namespace."
UK-NHM-HAECKEL-RADIOLARIA-TEACHING-PLANKTON-1872-1887,UK,Natural History Museum London,"Ernst Haeckel radiolarian teaching sets and Challenger plankton slides","Challenger 1872-1876; Haeckel Challenger report 1887; collection nineteenth century","Radiolaria; HMS Challenger; teaching sets; plankton stations","seven sets of 34 teaching slides = 238 teaching slides, plus many plankton radiolarian slides","prepared by; collected from; held by; digitised by","seven replicated 34-slide teaching sets plus plankton slides from Challenger stations",https://www.nhm.ac.uk/our-science/collections/zoology-collections/protists.html,bounded_set,late_19c_1870_1899,foraminifera_protists,institutional_teaching_research,retained_without_explicit_transfer,physical_slide_count,preparer_mounter_producer;institutional_custodian_cataloguer;other_explicit_role,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, circulation_mode."
UK-NHM-CASTRACANE-CHALLENGER-DIATOM-143-1886,UK,Natural History Museum London,"Francesco Castracane HMS Challenger diatom slide collection","HMS Challenger 1872-1876; Castracane report 1886; collection nineteenth century","diatoms; HMS Challenger; type material; marine microscopy","143 microscope slides","prepared or assembled by; collected from; held by; re-examined by","roughly half single-valve/single-species slides; remaining strewn mounts",https://www.nhm.ac.uk/our-science/collections/botany-collections/diatoms.html,named_collection,late_19c_1870_1899,diatoms_phycology,institutional_teaching_research,retained_without_explicit_transfer,physical_slide_count,user_researcher_teacher;institutional_custodian_cataloguer;other_explicit_role,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional, circulation_mode."
NL-BOERHAAVE-YPELAAR-VAN-STAPHORST-800-C1800,NL,Rijksmuseum Boerhaave,"Abraham Ypelaar microscopic-specimen cabinet made for Nicolaas van Staphorst","around 1800","natural history microscopy; three kingdoms of nature; commercial microscopy","originally 800 round specimens in 19 drawers","prepared by; assembled by; acquired by; held by","small mahogany cabinet; 19 drawers; round bone-ring mounts; one material collection",https://rijksmuseumboerhaave.nl/collectie/microscooppreparaten/,container_assemblage,early_19c_1800_1839,general_mixed_microscopy,hybrid,sale_purchase,specimen_object_or_mixed_count;container_count_or_capacity,preparer_mounter_producer;collector_assembler;buyer_recipient_donee;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: subject_cluster, count_namespace."
US-YALE-YPELAAR-LENTZ-24-1808-1811,US,Yale Peabody Museum,"Abraham Ypelaar set of 24 microscope slides",1808-1811,"flora; fauna; minerals; global collecting; Dutch commercial microscopy","24 slides","prepared by; from the collection of; held by","24 circular ivory-mounted specimens in a mahogany slipcase; brass glass and paper",https://peabody.yale.edu/explore/collections/history-science-technology/lentz-collection,bounded_set,early_19c_1800_1839,geology_petrography_palaeobotany,commercial_trade,retained_without_explicit_transfer,physical_slide_count,preparer_mounter_producer;collector_assembler;institutional_custodian_cataloguer,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, circulation_mode."
UK-RCSED-MICROSCOPIC-PREPARATIONS-1850,UK,Royal College of Surgeons of Edinburgh,"Earliest RCSEd microscopic preparation collection","earliest preparations 1850; microscopic work documented from mid nineteenth century","pathology; anatomy; museum microscopy; institutional collection","number unstated; earliest surviving preparations date from 1850","prepared by uncertain; held by","historical microscopic preparations later developed into a separate museum collection",https://museum.rcsed.ac.uk/the-collections/pathology,institutional_layer,mid_19c_1840_1869,medical_histology_pathology,institutional_teaching_research,retained_without_explicit_transfer,source_stated_quantity_other,institutional_custodian_cataloguer;attributed_or_uncertain,,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: unit_level, commercial_or_institutional, circulation_mode."
UK-NHM-THYSANOPTERA-WALKER-SLIDES-PRE1874,UK,Natural History Museum London,"Francis Walker foundation layer of the Thysanoptera microscope-slide collection","collection started by Francis Walker, who died 1874; later expanded","Thysanoptera; entomology; taxonomic slide preparations; type material","112000 Thysanoptera specimens today; collection consists mostly of microscope slide preparations; nineteenth-century slide subtotal unstated","collection started by; mounted as; held by; digitised by","mostly Canada-balsam microscope slide preparations; current slide records later expanded",https://www.nhm.ac.uk/our-science/collections/entomology-collections/thysanoptera.html,mixed_parent_collection,late_19c_1870_1899,entomology_arthropods,institutional_teaching_research,retained_without_explicit_transfer,current_or_mixed_period_aggregate;specimen_object_or_mixed_count;unstated_or_unresolved,collector_assembler;institutional_custodian_cataloguer;other_explicit_role,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: commercial_or_institutional, circulation_mode, count_namespace."
US-NMNH-ALBERT-MANN-DIATOM-8000-1890S-1935,US,Smithsonian National Museum of Natural History,"Albert Mann Diatom Collection","explicit mounted-specimen work published 1894 from Albatross material; collection continued to 1935","diatoms; Albatross deep-sea dredgings; marine microscopy; research and reference","approximately 8000 slides of mounted specimens at 1944 accession; collection also contained over 10000 crude samples, over 200 negatives and 300 lantern slides","prepared by; used by; transferred from; received by; held by","microscope slides kept as a distinct medium alongside crude samples negatives and lantern slides",https://naturalhistory.si.edu/research/botany/collections-and-data/diatoms,mixed_parent_collection,late_19c_1870_1899,diatoms_phycology,institutional_teaching_research,institutional_transfer_deposit;research_correspondence_sent,physical_slide_count;specimen_object_or_mixed_count,preparer_mounter_producer;user_researcher_teacher;buyer_recipient_donee;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, commercial_or_institutional, count_namespace."
NZ-NATL-MANTELL-10-1820S-1840S,NZ,National Library of New Zealand Alexander Turnbull Library,"G. A. Mantell microscope slides and geological specimens","1820s-1840s","geology; botany; zoology; pathology; microfossils; early Victorian microscopy","10 microscope slides","collected by; presented to; from the collection of; held by","ten microscope slides in a leather-bound case with metal badge bearing Mantell's name",https://natlib.govt.nz/records/22672195,bounded_set,spans_19c_periods,geology_petrography_palaeobotany,personal_research_collection,gift_donation_presentation,physical_slide_count,collector_assembler;institutional_custodian_cataloguer,CHECK,"Derived only from frozen catalogue wording. Low-confidence fields: none. Medium-confidence fields: production_period, commercial_or_institutional."
